Name,Rating,Review Title,Review Text
Alison Andrews,5,Very easy to open and easy to…,Very easy to open and easy to understand term and conditions. Only had for 1 week but happy to finally be getting a good return for my money unlike my high street banks
DJ,5,Super easy to setup and fast!,"Super easy to setup! No issues with checks, so fast to get account ready to go - so far so good!"
Chris P,5,Opening Atom accounts,It was straight forward to setup account. App really good.
Andy,5,Really easy to set up and configure…,Really easy to set up and configure account.
Mr/Mrs Bates,5,Quick and easy with good rates,
Customer,5,Really easy to open a one year fixed…,Really easy to open a one year fixed saver. I find the app excellent and have held a savings account for several years.
"Sophia, Leeds",5,Atom’s 6 month saver account,"Have a 6 month saver account with Atom as I was after the best savings account where rate was guaranteed for a short period. Atom was also recommended on MSE website. So far so good, opening account process straightforward and painless. Opened account in September 2022."
Samantha Cadette,5,Great app & bank,It was easy to download the app and see what accounts they had. Used this information to choose one that suited my needs and it was open within minutes.
Hamid,5,Good bank,"Good bank, I like it"
Gil Crisp,5,Dogs bols,Dogs bols. Will be opening a number of accounts.
Paul Davis,2,"App is fine, but impossible to get funds early","App is fine, although they make it impossible for you to withdraw funds early even when you are suffering actual financial hardship. The loops they make you jump through are ridiculous and it is near-impossible to meet their conditions in order to get your funds early."
Sarah,5,Fantastic bank,Great rates. Great service. Great app. I’m so happy to have discovered it 😊
MISS JACQUELINE MCDOVE,5,Simple to set up,It was simple to download the app and set up account then transfer money in.
Chris White,5,Opened a one yr fixed bond account and…,Opened a one yr fixed bond account and the process was really simple. A couple of days for my application to be assessed and there was a slight complication with the ‘Atom server not responding’ but after a quick online chat the issue was resolved straight away. Transfer details were sent across and it was very easy to transfer my savings from my current to Atom account.
P J W,5,Easy to use today,
CollectPlus Customer,5,"Reliable, Efficient and Good Communications","Reliable, efficient and Atom has consistently communicated promptly and clearly.  Unlike many other banks and building societies who leave interest rates on previous 'issues' of the account behind or treat existing customers poorly, there is a single Atom Instant Saver Account so the head-line interest rate is the same for all and clearly visible."
john godley,1,Service is not fit for purpose,Service is not fit for purpose. Tried to open a bond. Application stuck at review. Chat line non existent. Waste of time. Put your money with a business that cares and offers customer service that works.
Henry Davis,5,Really easy to open my on line account.,
Garry Hollington,5,Simple reliable app to use,Simple reliable app to use. Able to do all I wanted to. Contacting service desk was refreshingly simple ( human answered ) yes a real human no BOT.Questioned answered fab.Fair interest rates compared to othersGood feedback and information on accounts. Top stuff would recommend
Ms. Hutton,5,Straightforward,"Straightforward, clear, efficient. Thankyou Atom bank."
Adam Mitchell,5,"Easy to sign up, good rates","Easy to sign up, very competitive rates on savings."
Consumer,5,Great on line bank,Great on line bank with plenty of security systems easy to open good interest rates too
craig simons,5,Excellent service and helped me out…,"Excellent service and helped me out getting my remortgage sorted and my rate locked in for 5 years. We had been discriminated against by most lenders due to me being a contractor and being classed as non standard income which is a disgrace. L&C found Atom for me but were pretty poor multiple mistakes and caused mortgage to be declined, then after my protests direct to the CEO of Atom he reviewed personally and we got the mortgage. L&C did continue to make mistakes and cause delays, i didnt even know my interest rate or monthly payments until after offer accepted and completion booked in, as L&C put the wrong product down and gave me incorrect illustration. Atom were very professional and applied a common sense approach not just computer says no. Cant fault them, L&C on the other hand were poor"
I Smith,5,Savings,"Easy to open, easy to fund. Funds straight into products chosen. Show straight away in the app no disappearing for a few hours like some other online savings apps."
